Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
1o83qcfINXNdOsfUtjpYwC,Dekhne Walon Ne - From ''Chori Chori Chupke Chupke'',Udit Narayan Songs,"Udit Narayan,Alka Yagnik",5/21/2024,373175,48,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T13:54:45Z,"bollywood,hindi pop,desi",Universal Music India Pvt Ltd.,0.677,0.545,6,-9.321,0,0.0833,0.188,0.00000202,0.313,0.79,158.853,3
6E6UhpF6vV6Cu1VFbrlVM2,Mujhse Shaadi Karogi,Mujhse Shaadi Karogi,"Sonu Nigam,Udit Narayan,Sunidhi Chauhan",5/31/2004,326226,55,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T13:55:02Z,"kannada pop,bollywood,sandalwood,hindi pop,desi,marathi pop",T-Series,0.766,0.942,5,-6.757,1,0.0439,0.0348,0.000202,0.0973,0.797,127.033,4
7rlUYt3JTteF5OqEnx1UYf,Aapke Pyaar Mein Hum,Raaz (Original Motion Picture Soundtrack),Alka Yagnik,2/1/2002,328000,58,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T13:55:16Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.425,0.708,7,-9.813,0,0.0765,0.606,0.00000671,0.134,0.773,77.7,4
6NfXjIsNGXaRaDzdbdxY4m,Jo Bhi Kasmein,Raaz (Original Motion Picture Soundtrack),"Alka Yagnik,Udit Narayan",2/1/2002,339840,58,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T13:55:38Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.627,0.668,9,-10.134,0,0.0373,0.564,0,0.0617,0.732,108.042,4
6nDJIzi6BezsTcCdw8fmMg,Bin Tere Sanam (From Yaara Dildara),My Best Collection - Udit Narayan,"Udit Narayan,Kavita Krishnamurthy",7/1/2016,390560,55,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T13:56:30Z,"bollywood,hindi pop,desi,gujarati garba,bhajan",Ishtar Music Pvt. Ltd.,0.627,0.838,2,-8.168,1,0.0406,0.22,0.00000899,0.122,0.728,138.856,4
5pspaMyBeIoBcETsdngBEN,Gali Mein Chand (Happy),Alka Yagnik Ke Nagme,Alka Yagnik,3/1/2023,309413,48,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T13:56:44Z,"bollywood,hindi pop,desi",Saregama,0.427,0.402,2,-12.541,1,0.0462,0.763,0.00000231,0.487,0.624,103.379,4
1UX7QDKvVdpjveemNi0yeP,Suno Na Suno Na (From Chalte Chalte),Romantic Hits Of Abhijeet Bhattacharya,Abhijeet,2/4/2025,319297,48,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T13:57:03Z,"bollywood,hindi pop",T-Series,0.585,0.626,9,-9.912,1,0.0365,0.0709,0,0.102,0.417,87.996,4
2Cy0T0n18rleVVr2O5BIWA,Kyon Ki Itna Pyar,Kyon Ki - It's Fate,"Udit Narayan,Alka Yagnik",9/16/2005,356480,50,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T13:57:11Z,"bollywood,hindi pop,desi",T-Series,0.602,0.819,2,-5.43,0,0.0929,0.468,0,0.1,0.429,82.027,4
4Du3Yk9GA6GSq9XuEACqDx,Tere Naam (From Tere Naam),Best Of Udit Narayan,"Udit Narayan,Alka Yagnik",1/4/2025,393706,40,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T13:57:19Z,"bollywood,hindi pop,desi",T-Series,0.489,0.767,4,-8.309,1,0.138,0.645,0.000483,0.108,0.558,175.878,4
66eUlx0WYK1Jc56bIinkF9,Kitna Pyaara Hai,Raaz (Original Motion Picture Soundtrack),"Alka Yagnik,Udit Narayan",2/1/2002,261000,51,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T13:57:26Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.591,0.828,7,-10.309,0,0.0539,0.138,0.00000138,0.323,0.881,89.981,4
3WQyg3aakTMchXSeBnstLi,Rab Kare,Mujhse Shaadi Karogi,"Udit Narayan,Alka Yagnik",5/31/2004,259880,50,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T13:58:09Z,"bollywood,hindi pop,desi",T-Series,0.397,0.8,5,-5.583,1,0.104,0.405,0.0000061,0.217,0.888,83.377,4
3S1QFVKNJkQwo0IWfCdQ5k,Aksar Is Duniya Mein (From Dhadkan),Bollywood Actresses,Alka Yagnik,4/25/2016,342935,42,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T13:58:31Z,"bollywood,hindi pop,desi",Ishtar Music Pvt. Ltd.,0.749,0.728,7,-11.971,0,0.0326,0.312,0.00000896,0.075,0.949,98.958,4
1fAcwdvJs9WqzimQR6wOJ7,Chalte Chalte,Chalte Chalte,"Abhijeet,Alka Yagnik",5/3/2003,327400,54,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:04:48Z,"bollywood,hindi pop,desi",T-Series,0.653,0.408,5,-15.68,1,0.087,0.655,0.0000503,0.1,0.672,94.836,4
0qPXI4a94jSGFBu4VKxwWQ,Hum Yaar Hai Tumhare,Haan Maine Bhi Pyaar Kiya (Original Motion Picture Soundtrack),"Udit Narayan,Alka Yagnik",12/29/2002,434840,51,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:04:59Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.383,0.901,9,-4.863,0,0.127,0.538,0,0.124,0.541,153.577,4
5ummN9fcldAR6m7qRbdStH,Hum Nahin (From Hungama),Sensational Duets (Abhijeet & Alka Yagnik),"Abhijeet,Alka Yagnik,Sonu Nigam",7/1/2016,361012,37,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:05:09Z,"bollywood,hindi pop,desi,kannada pop,sandalwood,marathi pop",Ishtar Music Pvt. Ltd.,0.755,0.628,6,-10.072,0,0.128,0.153,0.00000358,0.206,0.725,98.017,4
18AId3X5GULxDCCjyRTCIQ,Chunnari Chunnari,Biwi No. 1 (Original Motion Picture Soundtrack),"Abhijeet,Anuradha Sriram",5/28/1999,335000,63,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:07:40Z,"bollywood,hindi pop,tamil dance,tamil pop,kannada pop,kollywood",Tips Industries Ltd,0.756,0.716,6,-9.176,1,0.0678,0.208,0.0000189,0.0599,0.757,119.935,4
2JWFJyZvXVr8gr1LT3BiVK,Oh Lala Re,Tarzan The Wonder Car (Original Motion Picture Soundtrack),"Himesh Reshammiya,Sameer Anjaan,Krishnakumar Kunnath,Alka Yagnik",5/26/2022,317120,46,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:10:34Z,"bollywood,hindi pop,desi,tamil dance,tamil pop,kollywood",Divo Tv Private Limited,0.741,0.604,9,-14.7,1,0.0544,0.138,0.000102,0.0154,0.702,101.98,4
4LZqDoUWtucJKSIMVjpKbb,Mere Khwabon Mein,Lata Surili Phuljhadi,Lata Mangeshkar,10/26/2021,256440,58,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:10:46Z,"ghazal,bollywood,bhajan,hindi pop,marathi pop",Saregama,0.621,0.512,7,-11.074,0,0.0547,0.634,0,0.0803,0.926,114.802,4
5qG6jYnBmGMdKS1WiZBgj5,Hum to Deewane Huye (From Baadshah),Sensational Duets (Abhijeet & Alka Yagnik),Abhijeet,7/1/2016,420466,57,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:10:51Z,"bollywood,hindi pop",Ishtar Music Pvt. Ltd.,0.641,0.5,4,-13.234,1,0.0608,0.23,0,0.0656,0.805,85.96,4
0bboA3wd14m1KN28pm2FAZ,Kyaa Dil Ne Kahaa,Kyaa Dil Ne Kahaa (Original Motion Picture Soundtrack),"Himesh Reshammiya,Udit Narayan,Alka Yagnik",4/20/2002,302840,48,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:11:23Z,"bollywood,hindi pop,desi",Sony Music Entertainment India Pvt. Ltd.,0.459,0.783,10,-6.164,0,0.0814,0.675,0,0.107,0.76,172.153,4
2gcxE9tLP1pAnK5Np1MVKp,Aankhon Mein Base Ho Tum - Male Version,Takkar (Original Motion Picture Soundtrack),"Abhijeet Bhattacharya,Alka Yagnik",7/25/1995,335026,50,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:11:39Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.706,0.722,11,-10.914,0,0.0449,0.141,0.000272,0.347,0.793,100.724,4
5LvzYAKvDEKqoJT1TcsJtR,Meri Tarah Tum Bhi,Kya Yehi Pyaar Hai (Original Motion Picture Soundtrack),"Alka Yagnik,Babul Supriyo",3/22/2002,298840,43,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:14:27Z,"bollywood,hindi pop,desi,bangla pop",Tips Industries Ltd,0.585,0.676,6,-7.261,0,0.0356,0.384,0,0.124,0.853,82.944,4
0dUbhFM18NyBDDpiktEQLk,Ae Mere Humsafar,Qayamat Se Qayamat Tak,"Alka Yagnik,Udit Narayan",1/4/1988,355840,60,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:14:38Z,"bollywood,hindi pop,desi",T-Series,0.436,0.499,7,-12.909,0,0.0356,0.499,0.0000501,0.308,0.551,103.104,4
0MOJU1KKbcDTgkdUtLs8G3,Aaye Ho Meri Zindagi Mein - Female Version,Raja Hindustani (Original Motion Picture Soundtrack),Alka Yagnik,11/15/1996,363333,58,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:14:49Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.565,0.754,8,-11.636,0,0.0344,0.678,0.0442,0.0756,0.922,135.01,3
34y1d4i8uru6aQSWd8ewPT,Tumse Milne Ko Dil,Phool Aur Kaante (Original Motion Picture Soundtrack),"Alka Yagnik,Kumar Sanu",11/22/1991,300400,57,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:15:01Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.529,0.814,1,-9.237,0,0.0706,0.766,0.00000192,0.311,0.765,138.833,3
01bXxpjsD4ARa6ZOP8dmLY,Pardesi Pardesi,Raja Hindustani (Original Motion Picture Soundtrack),"Udit Narayan,Alka Yagnik,Sapna Awasthi",11/15/1996,448333,56,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:15:38Z,"bollywood,hindi pop,desi,bhajan",Tips Industries Ltd,0.507,0.794,1,-11.153,1,0.0429,0.51,0.000234,0.344,0.932,91.798,4
53cmwxILNjwInyENUZlpoY,Palki Pe Hoke,Khal Nayak (Original Motion Picture Soundtrack),Alka Yagnik,6/15/1993,547973,43,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:16:12Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.512,0.825,6,-8.411,1,0.219,0.621,0.00000779,0.218,0.875,96.085,4
3YOWyqQrUPaVn0jxUFqYZb,Akele Hain To Kya Gam Hai,Qayamat Se Qayamat Tak,"Alka Yagnik,Udit Narayan",1/4/1988,357786,49,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:17:27Z,"bollywood,hindi pop,desi",T-Series,0.398,0.355,4,-12.434,0,0.0305,0.512,0.0000409,0.146,0.634,143.147,4
3FrY3M9izNqPZRWuBAqDFM,Dil Keh Reha Ha,Kyon Ki - It's Fate,Kunal Ganjawala,9/16/2005,305906,53,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:17:56Z,"kannada pop,marathi pop,bangla pop,bollywood,sandalwood",T-Series,0.721,0.617,6,-7.951,1,0.0503,0.139,0.0000629,0.108,0.354,99.999,4
5doN1AbRIHIgpGMtRAjqRn,Mera Dil Bhi Kitna Pagal Hai (From Saajan),"Bollywood Music - Kumar Sanu At His Best, Vol. 2","Kumar Sanu,Alka Yagnik",7/1/2016,324893,51,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:18:06Z,"bollywood,hindi pop,desi",Ishtar Music Pvt. Ltd.,0.474,0.498,8,-10.146,1,0.0301,0.725,0,0.0852,0.76,100.936,4
3OAFzjwWionh8OfM4kgf2R,Main Yahaan Hoon,Veer - Zaara,"Madan Mohan,Udit Narayan,Javed Akhtar",9/18/2004,295157,62,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:18:20Z,"bollywood,sufi,qawwali,hindi pop,desi",YRF Music,0.484,0.788,4,-7.625,0,0.0565,0.69,0.0132,0.0939,0.741,171.973,4
4NAM8AbGxIkzUWlTojNBzI,Kahin Mujhe Pyar Hua Toh Nahin,Rang (Original Motion Picture Soundtrack),"Alka Yagnik,Kumar Sanu",7/9/1993,423986,55,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:18:31Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.444,0.714,7,-7.362,1,0.0387,0.787,0.00768,0.568,0.752,83.98,4
5B29YNjG7dx0GfU19ZBEpo,Dekha Ek Khwab,Silsila,"Lata Mangeshkar,Kishore Kumar",7/29/1981,320733,56,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:19:00Z,"ghazal,bollywood,bhajan,hindi pop,marathi pop,bangla pop",Saregama,0.367,0.299,4,-14.557,1,0.0597,0.941,0.00402,0.423,0.383,147.363,3
2TFQJcS4LnIe5HBHCsL3WM,Bheegi Bheegi Raaton Mein,Remembering Lata Mangeshkar,"Lata Mangeshkar,Kishore Kumar",2/18/2022,228960,49,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:19:09Z,"ghazal,bollywood,bhajan,hindi pop,marathi pop,bangla pop",Saregama,0.493,0.604,1,-7.304,0,0.0455,0.989,0.655,0.242,0.716,95.966,4
5ibcm9rBOWvHwtbr8IZQqP,Tere Bina Jiya Jaye Naa,Lata Surili Phuljhadi,Lata Mangeshkar,10/26/2021,346160,52,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:19:23Z,"ghazal,bollywood,bhajan,hindi pop,marathi pop",Saregama,0.459,0.376,0,-9.241,1,0.0336,0.725,0.00831,0.194,0.593,150.131,4
1QwVVMQ6AglyGK6CgRzkbz,Abhi to Mohabbat Ka (From Hum Ho Gaye Aap Ke),My Best Collection - Udit Narayan,"Udit Narayan,Alka Yagnik",7/1/2016,310266,44,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:19:32Z,"bollywood,hindi pop,desi",Ishtar Music Pvt. Ltd.,0.606,0.879,7,-7.713,1,0.0462,0.266,0.00000219,0.0466,0.887,153.927,4
16diSAD6yqoKpEoPI72mzC,Kasam Se (From Jaanwar),Musical Delight,"Udit Narayan,Alka Yagnik",7/1/2016,305373,38,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:19:40Z,"bollywood,hindi pop,desi",Ishtar Music Pvt. Ltd.,0.57,0.734,8,-9.937,1,0.0463,0.427,0,0.123,0.86,155.586,3
2owSWwaysG8maH8q702oCL,Mouka Milega to Hum (From Dilwale),My Best Collection - Udit Narayan,"Udit Narayan,Alka Yagnik",7/1/2016,332520,47,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:20:24Z,"bollywood,hindi pop,desi",Ishtar Music Pvt. Ltd.,0.263,0.837,9,-8.677,0,0.0639,0.705,0.0000402,0.0756,0.691,166.546,4
7lMUrlhhPK6sCE5SFH6oJ0,Paa Liya Hain Pyar Tera,Kyo Kii Main Jhuth Nahin Bolta,"Udit Narayan,Alka Yagnik",8/3/2001,292026,46,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:20:44Z,"bollywood,hindi pop,desi",T-Series,0.648,0.893,11,-4.893,0,0.277,0.306,0.000245,0.055,0.708,191.983,4
1Iq3EB6BKHyvOEph7dAFTd,Tum Se Achcha Kaun Hai Chand Tare Phool,Tum Se Achcha Kaun Hain (Original Motion Picture Soundtrack),Tauseef Akhtar,6/2/2002,304493,47,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:20:55Z,qawwali,Ishtar Music Pvt. Ltd.,0.637,0.897,6,-10.339,0,0.0409,0.265,0,0.0929,0.95,155.947,3
0akVYjguw7whkPqkhke0E3,Thoda Sa Pyar Hua Hai,Maine Dil Tujhko Diya,"Udit Narayan,Alka Yagnik",5/18/2002,292413,47,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:21:05Z,"bollywood,hindi pop,desi",T-Series,0.586,0.534,0,-12.18,1,0.0744,0.597,0.00000807,0.111,0.463,81.028,4
3kRtJZKQNkYuPrzTzNdWgC,Hamein Tumse Hua Pyar,Ab Tumhare Hawale Watan Sathiyo,"Udit Narayan,Alka Yagnik",9/18/2004,365426,47,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:21:47Z,"bollywood,hindi pop,desi",T-Series,0.646,0.885,8,-4.94,1,0.114,0.36,0.00000798,0.107,0.936,83.978,4
2dZF8vVZmdQeLZCqWJns0J,Dil Ne Yeh Kaha Hain Dil Se (From Dhadkan),Bollywood's Musical Extravaganza - Sonu Nigam & Sukhwinder Singh,"Sonu Nigam,Alka Yagnik",7/1/2016,347350,36,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:21:54Z,"kannada pop,bollywood,sandalwood,hindi pop,desi,marathi pop",Ishtar Music Pvt. Ltd.,0.618,0.569,6,-11.285,0,0.0828,0.447,0.00000623,0.0385,0.638,164.046,4
2NxH2xxK8nXQ313usuRRT1,Pyaar Se Pyar Hum,Raaz (Original Motion Picture Soundtrack),Abhijeet,2/1/2002,330000,46,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:22:01Z,"bollywood,hindi pop",Tips Industries Ltd,0.609,0.731,7,-10.17,0,0.0502,0.174,0,0.0869,0.881,79.038,4
5IK1ZffuWwaf6Ple3Kpy4l,Tune Zindagi Mein (Male Version) - From Humraaz,My Best Collection - Udit Narayan,Udit Narayan,7/1/2016,311240,41,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:22:57Z,"bollywood,hindi pop,desi",Ishtar Music Pvt. Ltd.,0.55,0.551,5,-12.021,0,0.0586,0.164,0.00000148,0.177,0.816,171.807,4
09dr5MErVJrjjO06JcTOjt,Subah Se Lekar (From Mohra),Melodious Voice of Sadhana Sargam,"Sadhana Sargam,Udit Narayan",7/1/2016,356226,40,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:23:41Z,"tamil pop,bollywood,bhajan,hindi pop,desi",Ishtar Music Pvt. Ltd.,0.719,0.679,11,-9.889,0,0.0361,0.581,0.0000555,0.0637,0.892,122.24,4
2Oy9hj2xlRA32ql4GTnWiF,Ishq Chunariya,Maine Pyaar Kyun Kiya,"Udit Narayan,Alka Yagnik",5/24/2005,312360,37,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:23:54Z,"bollywood,hindi pop,desi",T-Series,0.706,0.86,7,-4.955,0,0.0518,0.243,0.00000203,0.047,0.899,93.003,4
7xHpL7DdHMKPvWS7VTBLDL,Mausam,Jaanwar (Original Motion Picture Soundtrack),"Alka Yagnik,Manhar Udhas",11/10/1999,317960,51,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:24:00Z,"bollywood,hindi pop,desi,ghazal,gujarati pop,bhajan",Ishtar Music Pvt. Ltd.,0.66,0.771,11,-9.574,0,0.0416,0.253,0,0.665,0.876,125.2,4
4n9TK4lqYzI7aXKre3XK3P,Woh Tassavur Ka Aalam,Aitraaz (Original Motion Picture Soundtrack),"Udit Narayan,Alka Yagnik",11/12/2004,326120,42,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:24:09Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.678,0.692,5,-8.482,1,0.145,0.285,0.0000273,0.0587,0.465,94.985,4
1V62ONSNBBiuCe3uANKrxG,Yaar Badal Na Jaana,Talaash (Original Motion Picture Soundtrack),"Udit Narayan,Alka Yagnik",10/10/2002,323880,43,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:24:25Z,"bollywood,hindi pop,desi",Ishtar Music Pvt. Ltd.,0.67,0.758,0,-8.787,1,0.0362,0.554,0.0000145,0.22,0.932,89.998,4
1WYhfkTatD4wDkHXb8FkH9,Mohabbat Se,Gumnaam (Original Motion Picture Soundtrack),"Nadeem Shravan,Udit Narayan,Shreya Ghoshal",10/4/2004,310600,38,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:24:49Z,"bollywood,hindi pop,desi,kannada pop,marathi pop,sandalwood,bangla pop",Sony Music Entertainment India Pvt. Ltd.,0.591,0.682,5,-8.853,0,0.0599,0.17,0,0.731,0.84,74.954,4
3hAo3I7zO9THUtlFPWWXxc,Zara Dekh Mera Deewanapan,Footpath (Original Motion Picture Soundtrack),"Udit Narayan,Alka Yagnik",8/15/2003,286000,41,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:25:28Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.394,0.803,1,-6.34,0,0.0729,0.41,0,0.133,0.85,84.294,4
2NAhJ85p0q5HCyd82ZFvT2,Sajana Tere Pyar Mein,Kyaa Dil Ne Kahaa (Original Motion Picture Soundtrack),"Himesh Reshammiya,Udit Narayan,Alka Yagnik",4/20/2002,412333,38,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:26:28Z,"bollywood,hindi pop,desi",Sony Music Entertainment India Pvt. Ltd.,0.613,0.815,8,-7.795,1,0.213,0.615,0,0.0733,0.813,91.094,4
4kmCaiacvzs4Yj3NKo7vSq,Choodi Baji Hai (From Yes Boss),My Best Collection - Udit Narayan,"Udit Narayan,Alka Yagnik",7/1/2016,304875,39,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:27:07Z,"bollywood,hindi pop,desi",Ishtar Music Pvt. Ltd.,0.556,0.554,11,-13.089,1,0.0595,0.704,0.000102,0.191,0.768,97.443,4
3K5GgWtOwiBBLL4h3guKIE,Phool Maangu Na Bahaar Maangu,Raja (Original Motion Picture Soundtrack),"Alka Yagnik,Udit Narayan",6/23/1995,321360,51,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:29:25Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.571,0.752,2,-9.859,0,0.0396,0.552,0.0347,0.335,0.926,91.634,4
0UEhi88Vox7ZMViqg8TdLs,Tera Dil,Hungama (Original Motion Picture Soundtrack),"Udit Narayan,Alka Yagnik",5/22/2003,291346,37,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:30:46Z,"bollywood,hindi pop,desi",Ishtar Music Pvt. Ltd.,0.671,0.581,4,-8.58,0,0.045,0.306,0,0.0814,0.723,92.018,4
1fcRaVo8fC0ZXuvsJwEoS1,Chand Taron Mein,2 October (Original Motion Picture Soundtrack),Udit Narayan,2/10/2003,316146,34,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:31:33Z,"bollywood,hindi pop,desi",Revere Home Entertainment,0.61,0.773,0,-6.652,0,0.0704,0.435,0.0000134,0.205,0.757,142.154,4
0Ovq7sEhyXK3qVadXUmChS,Dekho Dekho Jaanam,Ishq (Original Motion Picture Soundtrack),"Udit Narayan,Alka Yagnik",8/3/2000,313533,44,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:31:52Z,"bollywood,hindi pop,desi",Sony Music Entertainment India Pvt. Ltd.,0.62,0.839,6,-7.367,0,0.265,0.347,0,0.268,0.762,171.627,4
4e8iAqN7mf3OAmZYnBzTKJ,Tu Mere Samne,#HumForLataDidi,"Lata Mangeshkar,Udit Narayan",2/3/2023,366573,49,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:32:13Z,"ghazal,bollywood,bhajan,hindi pop,marathi pop,desi",Saregama,0.462,0.405,7,-13.949,0,0.0349,0.733,0,0.238,0.631,102.46,4
5wsuKnXt4fFWuvc0SheB7y,Dil Ne Kar Liya,Humraaz (Original Motion Picture Soundtrack),"Udit Narayan,Alka Yagnik",5/6/2002,321666,34,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:32:22Z,"bollywood,hindi pop,desi",Ishtar Music Pvt. Ltd.,0.629,0.748,7,-11.528,0,0.165,0.281,0,0.0727,0.454,84,4
1ajndqsoDScbrXqyIYzfBl,Tu Kaun Kahan Se Aayi Hai,Dil Pardesi Ho Gayaa (Original Motion Picture Soundtrack),"Usha Khanna,Udit Narayan",10/10/2003,365946,43,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:33:10Z,"bollywood,hindi pop,desi",Sony Music Entertainment India Pvt. Ltd.,0.573,0.756,6,-6.645,0,0.0416,0.15,0.000655,0.0913,0.559,82.654,4
025Y9d4a1rtJcfB8XInzRc,Deewana Main Chala,Pyaar Kiya To Darna Kya,Udit Narayan,3/10/1998,330346,42,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:33:17Z,"bollywood,hindi pop,desi",T-Series,0.663,0.804,2,-6.98,1,0.0356,0.282,0.000299,0.224,0.943,108.074,4
7sSYkaAXRgnzoQYrGgrvlX,Yeh Hum Aa Gaye Hain Kahaan,Veer - Zaara,"Madan Mohan,Lata Mangeshkar,Udit Narayan,Javed Akhtar",9/18/2004,343066,49,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:33:31Z,"bollywood,sufi,qawwali,hindi pop,ghazal,bhajan,marathi pop,desi",YRF Music,0.48,0.753,5,-7.33,0,0.0454,0.347,0.000335,0.315,0.462,90.027,4
4JIeaxiMZWgGhxBonVhfJI,Waada Raha Sanam (With Jhankar Beats) [From Khiladi],Evergreen Romantic Songs (With Jhankar Beats),"Abhijeet,Alka Yagnik",9/14/2017,350119,31,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:33:45Z,"bollywood,hindi pop,desi",Ishtar Music Pvt. Ltd.,0.631,0.872,0,-4.677,1,0.0591,0.188,0.0000296,0.286,0.826,129.839,4
51wGpH0BKfx5KbGX8tvj4v,Aankhen Bandh Karke,Aitraaz (Original Motion Picture Soundtrack),"Udit Narayan,Alka Yagnik",11/12/2004,341133,41,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:33:57Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.663,0.765,10,-7.027,0,0.0414,0.155,0.00000663,0.205,0.499,89.981,4
58QnREXe1p6zWNPhZciPar,Aye Sahib Yeh Theek Nahin,Khal Nayak (Original Motion Picture Soundtrack),"Manhar Udhas,Alka Yagnik",6/15/1993,419000,40,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:34:14Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.434,0.715,9,-7.028,0,0.0632,0.787,0.00105,0.394,0.597,82.608,4
3DldztF6aZZatRQme8GP5o,Pari Pari,Hungama (Original Motion Picture Soundtrack),Babul Supriyo,5/22/2003,288453,36,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:34:29Z,"bangla pop,bollywood",Ishtar Music Pvt. Ltd.,0.652,0.612,8,-10.022,1,0.0391,0.171,0.00000827,0.0762,0.666,158.063,4
4eGvkvURACcS8kFqSCf0Ip,Ishq Hua Kaise Hua,Ishq (Original Motion Picture Soundtrack),"Udit Narayan,Vibha Sharma",8/3/2000,454666,51,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:34:35Z,"bollywood,hindi pop,desi",Sony Music Entertainment India Pvt. Ltd.,0.473,0.748,6,-6.227,0,0.069,0.56,0.000692,0.421,0.502,79.447,4
